Filename,Mean Brightness,Std Brightness,Max Brightness,Min Brightness,Hue Hist Feature 1,Hue Hist Feature 2,Hue Std,Contrast,Mean Saturation,Std Saturation,Max Saturation,Min Saturation,SIFT Features,Texture Contrast,Texture Dissimilarity,Texture Homogeneity,Texture Energy,Texture Correlation,Texture ASM,Excess Green Index,Excess Red Index,CIVE,ExG-ExR Ratio,CIVE Ratio,0%,25%,50%,75%,best_network
frame_295.jpg,161.624,22.364,251.0,58.0,19,90.0,15.47,0.086,73.576,23.815,255.0,0.0,934,0.2983427103718197,0.2472862646771035,0.8806518838193358,0.4191651044574377,0.918766585994711,0.1756993847948146,62,53.599999999999966,-3.142550000000007,0.8489570617675781,0.8068389892578125,0.64384276,0.5108352,0.5813549,0.3858742,0%
frame_296.jpg,160.878,21.283,251.0,68.0,16,105.0,19.315,0.108,71.617,24.927,255.0,0.0,964,0.2822131849315067,0.2468276051859098,0.8799918210203719,0.4167622711934891,0.9132036290113176,0.1736907906903553,72,34.79999999999998,-7.718550000000008,0.8565940856933594,0.774871826171875,0.6768529,0.58022445,0.60803145,0.44872195,0%
frame_297.jpg,160.325,21.218,250.0,65.0,18,25.0,19.313,0.108,70.169,24.608,255.0,0.0,952,0.2759830601761252,0.2466594300391388,0.8795895523317329,0.4205026827224724,0.9140903617752248,0.1768225061767963,69,37.0,-6.477550000000015,0.8450431823730469,0.7657928466796875,0.7345796,0.62144774,0.6418298,0.4518297,0%
frame_298.jpg,159.615,20.933,252.0,67.0,17,113.0,18.425,0.103,70.723,23.86,255.0,0.0,914,0.2733801675636006,0.2391718138454009,0.8836319140055422,0.4301946255349219,0.9130184526400908,0.1850674158391317,64,47.6,-4.15155,0.8512344360351562,0.7791099548339844,0.60786414,0.5016995,0.5288495,0.33764517,0%
frame_299.jpg,160.112,20.107,250.0,68.0,18,265.0,19.244,0.108,68.485,23.145,255.0,0.0,810,0.2540858916340507,0.2281945633561642,0.888467278623119,0.4295735548555293,0.9132058522087756,0.1845334390312164,238,59.79999999999998,27.949449999999977,0.8710250854492188,0.7913398742675781,0.65358645,0.5720873,0.57174236,0.394233,0%
frame_300.jpg,160.855,20.91,251.0,76.0,16,302.0,20.3,0.113,66.92,24.014,255.0,0.0,997,0.2791898544520548,0.2449815007338551,0.8804819967586606,0.4204863247330996,0.9109744358934476,0.1768087492875497,66,37.19999999999999,-5.318550000000023,0.848968505859375,0.76483154296875,0.7064654,0.62570333,0.6307253,0.45658073,0%
frame_301.jpg,158.398,20.865,249.0,87.0,16,427.0,20.943,0.117,65.614,23.413,255.0,0.0,1052,0.2707963857632094,0.2475270609099804,0.8785073013843704,0.406664684932576,0.9132957259719776,0.1653761659713113,67,35.0,-5.789549999999998,0.8875312805175781,0.7900543212890625,0.63011444,0.5659598,0.54835874,0.40006745,0%
frame_302.jpg,156.903,23.434,250.0,55.0,16,455.0,23.572,0.132,69.046,26.771,255.0,0.0,1101,0.2783986668297456,0.2545865949119373,0.8750245037441078,0.3680866219768233,0.9261162760498136,0.1354877612783088,58,44.79999999999998,-1.946550000000009,0.8991584777832031,0.7976303100585938,0.70248795,0.66890883,0.66181505,0.51845044,0%
frame_303.jpg,155.983,23.251,248.0,80.0,16,391.0,19.083,0.107,71.056,25.969,255.0,0.0,942,0.260954317514677,0.2366912304305283,0.8838350683886462,0.3815069174883141,0.9289166461852092,0.1455475280914353,66,40.99999999999997,-5.179550000000027,0.8955459594726562,0.8191871643066406,0.6658121,0.5942148,0.58703953,0.4026672,0%
frame_304.jpg,156.274,22.358,250.0,74.0,17,407.0,14.923,0.083,67.197,22.485,255.0,0.0,842,0.2614511986301369,0.2367447407045008,0.8837330123639333,0.3818386655450324,0.9260209734106604,0.1458007665052111,20,75.79999999999995,13.870449999999984,0.9041748046875,0.8324851989746094,0.5610206,0.53085583,0.5026277,0.35734126,0%
frame_305.jpg,156.942,21.935,252.0,76.0,16,396.0,15.502,0.087,66.732,22.068,255.0,0.0,927,0.2609504953522504,0.2402114420254402,0.8819185588668152,0.387430394248849,0.9231142623746648,0.1501023103878186,65,36.79999999999998,-4.9625500000000144,0.8996505737304688,0.8301010131835938,0.59721744,0.54773694,0.5242203,0.37348711,0%
frame_306.jpg,157.176,18.438,249.0,83.0,15,224.0,17.613,0.098,64.021,18.758,255.0,0.0,866,0.2568416707436398,0.2340998043052837,0.8851269961467244,0.4383528794588001,0.8964977141902043,0.1921532469298213,26,44.79999999999998,10.366449999999992,0.9281997680664062,0.8540458679199219,0.59468806,0.54538786,0.5328303,0.3868493,0%
frame_307.jpg,158.184,18.396,250.0,80.0,14,222.0,17.765,0.099,63.201,19.045,255.0,0.0,1014,0.2641611117906065,0.2415950648238745,0.8814056696357805,0.4419700123925527,0.894626433964658,0.1953374918542731,64,34.79999999999998,-4.64555,0.915996551513672,0.8273887634277344,0.40544537,0.34764025,0.34138304,0.22680205,0%
frame_308.jpg,159.213,20.252,251.0,76.0,20,278.0,18.122,0.101,65.317,21.672,255.0,0.0,972,0.2668175146771037,0.2443049779843444,0.8799419653607345,0.4140205949030066,0.908879566947096,0.1714130530038394,31,40.79999999999998,8.319450000000003,0.8975257873535156,0.8066291809082031,0.5067515,0.45772943,0.427608,0.29261792,0%
frame_309.jpg,158.552,20.17,253.0,26.0,17,394.0,16.235,0.091,67.382,22.48,255.0,0.0,883,0.2681705601761251,0.2455815802348334,0.8793995415389816,0.4163324647588063,0.9084373600005766,0.1733327212121427,26,54.79999999999998,10.783449999999997,0.872161865234375,0.7899055480957031,0.5349368,0.5035717,0.47375497,0.3504519,0%
frame_310.jpg,158.459,20.483,251.0,41.0,18,387.0,14.205,0.079,69.503,22.187,255.0,0.0,964,0.2788420376712329,0.2527443126223092,0.8761596707466448,0.4114945275857768,0.9080131824876552,0.1693277462330416,66,39.19999999999999,-5.243549999999999,0.8783531188964844,0.8144912719726562,0.5381348,0.5218824,0.47023,0.31776223,0%
frame_311.jpg,158.655,20.504,251.0,72.0,18,362.0,14.337,0.08,66.818,21.921,255.0,0.0,905,0.2818003913894324,0.2560160836594911,0.8744693234029696,0.4161852393830598,0.9077145446302332,0.1732101534803348,243,64.99999999999997,26.226449999999996,0.8840751647949219,0.8114280700683594,0.65313315,0.6184147,0.5695741,0.41275215,0%
frame_312.jpg,158.413,20.046,251.0,75.0,13,323.0,12.648,0.071,64.596,20.163,255.0,0.0,945,0.2779094300391389,0.2525379158512719,0.8762221494000311,0.4118054833809508,0.9060578287301,0.1695837561426185,62,28.599999999999994,-4.111550000000008,0.9202423095703124,0.8495864868164062,0.6378298,0.60953003,0.57344157,0.39523506,0%
frame_313.jpg,157.625,21.023,249.0,74.0,16,466.0,16.325,0.091,65.899,21.859,255.0,0.0,1020,0.2890089897260272,0.2583476027397258,0.8738797812657729,0.4067989934851344,0.9105294359743178,0.1654854211005184,59,50.0,-2.1365500000000357,0.9034156799316406,0.8220787048339844,0.51052487,0.5019775,0.46746197,0.32671598,0%
frame_314.jpg,163.188,20.705,250.0,72.0,18,47.0,18.682,0.104,67.278,22.5,255.0,0.0,1323,0.3057041952054792,0.2742477984344421,0.8659627965401505,0.4109387070823581,0.9072910283609498,0.1688706209785201,55,57.6,-0.2765500000000145,0.8264312744140625,0.7409820556640625,0.61136234,0.5622708,0.55467814,0.42308286,0%
frame_315.jpg,166.932,21.059,253.0,80.0,20,90.0,16.93,0.095,69.104,21.327,255.0,0.0,1159,0.3181606225538159,0.2741063784246574,0.8669329352704354,0.4088350797966724,0.9076088122755704,0.1671461224723514,51,50.99999999999997,1.005449999999989,0.8343048095703125,0.7789497375488281,0.5793842,0.52301824,0.5292524,0.39418614,0%
frame_316.jpg,167.677,20.348,253.0,78.0,16,1.0,17.094,0.095,67.7,20.649,255.0,0.0,1128,0.3002385029354205,0.2651434075342464,0.8706584994536541,0.4050898643998213,0.9084123735955056,0.1640977982394656,42,62.19999999999999,4.918449999999993,0.8390274047851562,0.7839469909667969,0.5400342,0.4795222,0.47435704,0.3556793,0%
frame_317.jpg,169.005,20.881,254.0,27.0,20,144.0,18.546,0.104,65.589,20.15,255.0,0.0,1309,0.3250558035714284,0.2795491377201564,0.8640676565158234,0.3955966494785415,0.9065294974196144,0.156496709078648,49,53.19999999999999,1.847449999999988,0.8196525573730469,0.7581901550292969,0.57894325,0.5342984,0.51143515,0.35571325,0%
frame_318.jpg,169.145,20.775,253.0,72.0,20,173.0,17.926,0.1,67.601,21.222,255.0,0.0,1281,0.3236951137475537,0.2744885946673188,0.8665224588010675,0.4110955965662111,0.905037668302235,0.168999589516129,51,47.79999999999998,0.8854499999999987,0.7873802185058594,0.7456016540527344,0.57807714,0.48153555,0.5214446,0.35290083,0%
frame_319.jpg,167.187,20.605,253.0,79.0,19,177.0,18.182,0.102,70.858,22.986,255.0,0.0,1211,0.3235231164383562,0.2753638698630137,0.8664655249321499,0.4231292513832986,0.899453204837451,0.1790383633761907,53,41.0,-0.1535500000000169,0.8103256225585938,0.7666206359863281,0.5498305,0.4458457,0.50584495,0.35825524,0%
frame_320.jpg,166.367,20.966,253.0,70.0,18,276.0,19.017,0.106,72.233,23.46,255.0,0.0,1212,0.3112577972113502,0.2701313295009784,0.8687813917381919,0.4161442891721454,0.9080065592756073,0.1731760694105902,62,56.19999999999999,-3.041550000000008,0.8030242919921875,0.7584266662597656,0.55333483,0.43525416,0.494192,0.34032628,0%
